,gene,gene_start,gene_end
1105,lolC,1175426,1176626
1106,lolD,1176618,1177320
1107,lolE,1177319,1178564
1108,nagK,1178592,1179504
1109,cobB,1179519,1180359
1110,ycfZ,1180478,1181267
1111,ymfA,1181263,1181725
1112,potD,1181782,1182829
1113,potC,1182825,1183620
1114,potB,1183616,1184444
1115,potA,1184457,1185594
1116,pepT,1185843,1187070
1117,roxA,1187118,1188240
1118,phoQ,1188315,1189776
1119,phoP,1189775,1190447
1120,purB,1190615,1191986
1121,hflD,1191989,1192631
1122,mnmA,1192666,1193773
1123,nudJ,1193826,1194288
1124,rluE,1194297,1194951
1125,icd,1195122,1196373
1126,ymfD,1196866,1197532
1127,ymfE,1197532,1198237
1128,lit,1198694,1199588
1129,intE,1199678,1200806
1130,xisE,1200786,1201032
1131,ymfH,1201068,1201380
1132,ymfI,1201496,1201838
1133,ymfJ,1201775,1202084
1134,ymfK,1202258,1202933
1135,ymfT,1203023,1203224
1136,ymfL,1203267,1203825
1137,ymfM,1203821,1204160
1138,ymfN,1204169,1205537
1139,oweE,1204169,1204403
1140,aaaE,1204400,1205537
1141,ymfR,1205548,1205731
1142,beeE,1205730,1206204
1143,jayE,1206130,1206922
1144,ymfQ,1206912,1207497
1145,ycfK,1207500,1208130
1146,tfaP,1208131,1208545
1147,tfaE,1208516,1209119
1148,stfE,1209118,1209655
1149,pinE,1209684,1210239
1150,mcrA,1210345,1211179
1151,icdC,1211412,1211577
1152,iraM,1211679,1212003
1153,ymgK,1212259,1212304
1154,ymgL,1212539,1212650
1155,ycgX,1212702,1213107
1156,bluR,1213327,1214059
1157,bluF,1214263,1215475
1158,ycgZ,1215788,1216025
1159,ymgA,1216067,1216340
1160,ariR,1216368,1216635
1161,ymgC,1216747,1216996
1162,pdeG,1217327,1218851
1163,ymgF,1218982,1219201
1164,ycgH,1219600,1222248
1165,ymgD,1222304,1222634
1166,ymgG,1222643,1222988
1167,ymgI,1222989,1223163
1168,ymgJ,1223263,1223449
1169,ycgI,1223563,1223907
1170,minE,1224278,1224545
1171,minD,1224548,1225361
1172,minC,1225384,1226080
1173,ycgJ,1226599,1226968
1174,pliG,1227070,1227472
1175,ycgL,1227680,1228007
1176,ycgM,1228078,1228738
1177,ycgN,1228814,1229276
1178,hlyE,1229482,1230394
1179,umuD,1230766,1231186
1180,umuC,1231185,1232454
1181,dsbB,1232499,1233030
1182,nhaB,1233175,1234717
1183,fadR,1234937,1235657
1184,ycgB,1235708,1237241
1185,dadA,1237570,1238869
1186,dadX,1238878,1239949
1187,ymgM,1240259,1240463
1188,cvrA,1240334,1242071
1189,ldcA,1242165,1243080
1190,emtA,1243179,1243791
1191,ycgR,1243792,1244527
1192,ymgE,1244727,1244982
1193,ycgY,1245159,1245600
1194,treA,1245678,1247376
1195,dhaM,1247695,1249114
1196,dhaL,1249124,1249757
1197,dhaK,1249767,1250838
1198,dhaR,1251065,1252985
1199,ycgV,1253084,1255952
1200,ychF,1256720,1257812
1201,pth,1257928,1258513
1202,ychH,1258790,1259069
1203,dauA,1259123,1260803
1204,prs,1260927,1261875
1205,ispE,1262025,1262877
1206,lolB,1262876,1263500
1207,hemA,1263713,1264970
1208,prfA,1265011,1266094
1209,prmC,1266093,1266927
1210,ychQ,1266923,1267316
1211,ychA,1267319,1268129
1212,kdsA,1268164,1269019
1213,ldrA,1269167,1269275
1214,ldrB,1269702,1269810
1215,ldrC,1270237,1270345
1216,chaA,1270748,1271849
1217,chaB,1272118,1272349
1218,chaC,1272506,1273202
1219,ychN,1273245,1273599
1220,ychO,1273783,1275178
1221,narL,1275178,1275829
1222,narX,1275821,1277618
1223,narK,1277956,1279348
1224,narG,1279863,1283607
1225,narH,1283603,1285142
1226,narJ,1285138,1285849
1227,narI,1285848,1286526
1228,ychS,1286708,1286984
1229,tpr,1287086,1287176
1230,purU,1287781,1288624
1231,ychJ,1288673,1289132
1232,rssA,1289244,1290150
1233,rssB,1290241,1291255
1234,galU,1291456,1292365
1235,hns,1292508,1292922
1236,tdk,1293526,1294144
1237,insZ,1294425,1295322
1238,adhE,1295445,1298121
1239,ychE,1298597,1299245
1240,insH21,1299530,1300547
1241,oppA,1301181,1302813
1242,oppB,1302898,1303819
1243,oppC,1303833,1304742
1244,oppD,1304753,1305767
1245,oppF,1305763,1306768
1246,yciU,1306820,1307150
1247,clsA,1307184,1308645
1248,yciY,1308787,1308961
1249,kch,1309015,1310269
1250,yciI,1310568,1310865
1251,tonB,1311088,1311808
1252,yciA,1311847,1312246
1253,yciB,1312350,1312890
1254,yciC,1312919,1313663
1255,ompW,1314019,1314658
1256,yciE,1314717,1315224
1257,yciF,1315269,1315770
1258,yciG,1315855,1316035
1259,trpA,1316415,1317222
1260,trpB,1317221,1318415
1261,trpC,1318426,1319788
1262,trpD,1319788,1321384
1263,trpE,1321383,1322946
1264,trpL,1323037,1323082
1265,yciV,1323219,1324101
1266,yciO,1324097,1324718
1267,yciQ,1324745,1326641
1268,rluB,1326851,1327727
1269,btuR,1327766,1328357
1270,yciK,1328353,1329112
1271,sohB,1329331,1330381
1272,yciN,1330416,1330668
1273,topA,1331047,1333645
1274,cysB,1333854,1334829
1275,ymiA,1335123,1335288
1276,yciX,1335290,1335458
1277,ymiC,1335571,1335667
1278,acnA,1335830,1338506
1279,ribA,1338569,1339160
1280,pgpB,1339329,1340094
1281,lapA,1340242,1340551
1282,lapB,1340557,1341727
1283,pyrF,1341920,1342658
1284,yciH,1342657,1342984
1285,osmB,1343109,1343328
1286,yciT,1343596,1344346
1287,yciZ,1344435,1344609
1288,pdeR,1344756,1346742
1289,ymiB,1346795,1346900
1290,rnb,1346977,1348912
1291,yciW,1348979,1350107
1292,fabI,1350250,1351039
1293,ycjD,1351406,1351760
1294,sapF,1351827,1352634
1295,sapD,1352635,1353628
1296,sapC,1353627,1354518
1297,sapB,1354504,1355470
1298,sapA,1355466,1357110
1299,ymjA,1357422,1357668
1300,puuP,1357801,1359187
1301,ymjE,1359176,1359341
1302,puuA,1359489,1360908
1303,puuD,1361119,1361884
1304,puuR,1361910,1362468
1305,puuC,1362742,1364230
1306,puuB,1364231,1365512
1307,puuE,1365549,1366815
1308,pspF,1366934,1367912
1309,pspA,1368078,1368747
1310,pspB,1368800,1369025
1311,pspC,1369024,1369384
1312,pspD,1369392,1369614
1313,pspE,1369688,1370003
1314,ycjM,1370215,1371895
1315,ycjN,1371908,1373201
1316,ycjO,1373221,1374103
1317,ycjP,1374089,1374932
1318,ycjQ,1374962,1376015
1319,ycjR,1376033,1376822
1320,ycjS,1376831,1377887
1321,ycjT,1377883,1380151
1322,ycjU,1380147,1380807
1323,ycjV,1380820,1381789
1324,ymjB,1381788,1381902
1325,ompG,1381946,1382852
1326,ycjW,1382962,1383961
1327,ycjX,1384116,1385514
1328,ycjF,1385510,1386572
1329,tyrR,1386719,1388261
1330,tpx,1388304,1388811
1331,ycjG,1388929,1389895
1332,mpaA,1389869,1390598
1333,ymjC,1390679,1390862
1334,ymjD,1390867,1390933
1335,ycjY,1390932,1391853
1336,pgrR,1391990,1392890
1337,mppA,1393226,1394840
1338,ynaI,1394890,1395922
1339,insH-4,1396075,1397092
1340,ynaJ,1397364,1397622
1341,uspE,1397671,1398622
1342,fnr,1398773,1399526
1343,ogt,1399720,1400236
1344,abgT,1400246,1401773
1345,abgB,1401809,1403255
1346,abgA,1403254,1404565
1347,abgR,1404740,1405649
1348,smrA,1405978,1406542
1349,dgcM,1406562,1407795
1350,zntB,1408049,1409033
1351,ynaL,1409307,1409481
1352,dbpA,1409510,1410884
1353,ttcA,1411012,1411948
1354,intR,1411999,1413235
1355,xisR,1413236,1413452
1356,rcbA,1413530,1413740
1357,ralR,1413732,1413927
1358,recT,1413983,1414793
1359,recE,1414785,1417386
1360,racC,1417487,1417763
1361,ydaE,1417837,1418008
1362,kilR,1418007,1418229
1363,sieB,1418670,1419159
1364,ydaF,1419155,1419311
1365,ydaG,1419321,1419456
1366,racR,1419764,1420241
1367,ydaS,1420364,1420661
1368,ydaT,1420683,1421106
1369,ydaU,1421118,1421976
1370,ydaV,1421982,1422729
1371,ydaW,1422751,1423312
1372,rzpR,1423344,1423644
1373,rzoR,1423399,1423585
1374,trkG,1423781,1425239
1375,ynaK,1425376,1425640
1376,ydaY,1425620,1425980
1377,ynaA,1426453,1427482
1378,lomR,1427388,1428984
1379,insH-5,1427745,1428726
1380,stfR,1429048,1432411
1381,tfaR,1432410,1432986
1382,pinR,1433083,1433674
1383,ynaE,1433990,1434224
1384,ynaM,1434292,1434406
1385,ttcC,1434957,1435008
1386,uspF,1435184,1435619
1387,ompN,1435759,1436893
1388,ydbK,1437259,1440784
1389,ydbJ,1441057,1441324
1390,hslJ,1441320,1441743
1391,ldhA,1441853,1442843
1392,ydbH,1443050,1445690
1393,ynbE,1445686,1445872
1394,ydbL,1445879,1446206
1395,feaR,1446377,1447283
1396,feaB,1447518,1449018
1397,tynA,1449075,1451349
1398,paaZ,1451596,1453642
1399,paaA,1453926,1454856
1400,paaB,1454867,1455155
1401,paaC,1455163,1455910
1402,paaD,1455924,1456422
1403,paaE,1456429,1457500
1404,paaF,1457496,1458264
1405,paaG,1458263,1459052
1406,paaH,1459053,1460481
1407,paaI,1460470,1460893
1408,paaJ,1460892,1462098
1409,paaK,1462124,1463438
1410,paaX,1463538,1464489
1411,paaY,1464470,1465061
1412,ynbG,1465164,1465230
1413,ydbA,1465391,1474013
1414,insD-2,1467920,1468826
1415,insC-2,1468783,1469149
1416,insI-2,1469357,1470509
1417,pdxI,1474220,1475081
1418,ydbD,1475143,1477450
1419,ynbA,1477620,1478226
1420,ynbB,1478225,1479122
1421,ynbC,1479137,1480895
1422,ynbD,1480908,1482201
1423,azoR,1482254,1482860
1424,hrpA,1483060,1486963
1425,ydcF,1487234,1488035
1426,aldA,1488231,1489671
1427,gapC,1489712,1490713
1428,cybB,1490901,1491432
1429,ydcA,1491676,1491850
1430,hokB,1491921,1492071
1431,mokB,1491961,1492129
1432,trg,1492469,1494110
1433,ydcI,1494147,1495071
1434,ydcJ,1495287,1496631
1435,opgD,1496855,1498511
1436,ydcH,1498650,1498875
1437,rimL,1498937,1499477
1438,ydcK,1499468,1500449
1439,tehA,1500572,1501565
1440,tehB,1501561,1502155
1441,ydcL,1502456,1503125
1442,insQ,1503716,1504865
1443,ydcO,1504904,1506080
1444,sutR,1506171,1506708
1445,rlhA,1506780,1508742
1446,yncJ,1508833,1509064
1447,hicA,1509285,1509462
1448,hicB,1509507,1509924
1449,ydcR,1510002,1511409
1450,ydcS,1511653,1512799
1451,ydcT,1512816,1513830
1452,ydcU,1513830,1514772
1453,ydcV,1514761,1515556
1454,patD,1515577,1517002
1455,yncL,1517098,1517194
1456,ortT,1517388,1517562
1457,ydcY,1517647,1517881
1458,ydcZ,1517881,1518331
1459,mnaT,1518327,1518846
1460,curA,1519026,1520064
1461,mcbR,1520261,1520927
1462,yncD,1520962,1523065
1463,yncE,1523306,1524368
1464,ansP,1524480,1525980
1465,yncG,1526246,1526864
1466,yncH,1526939,1527152
1467,rhsE,1527889,1529938
1468,ydcD,1529921,1530404
1469,yncO,1530318,1530504
1470,yncI,1530585,1531639
1471,ydcC,1531815,1532952
1472,pptA,1533051,1533285
1473,yddH,1533281,1533851
1474,nhoA,1534023,1534869
1475,yddE,1534964,1535858
1476,narV,1535936,1536617
1477,narW,1536613,1537309
1478,narY,1537308,1538853
1479,narZ,1538849,1542590
1480,narU,1542671,1544060
1481,yddJ,1544383,1544719
1482,yddK,1544757,1545714
1483,yddL,1545737,1546028
1484,yddG,1546287,1547169
1485,fdnG,1547400,1550448
1486,fdnH,1550460,1551345
1487,fdnI,1551337,1551991
1488,yddM,1552397,1552682
1489,adhP,1552827,1553838
1490,maeA,1553971,1555669
1491,sra,1555825,1555963
1492,bdm,1556064,1556280
1493,osmC,1556624,1557056
1494,ddpF,1557111,1558038
1495,ddpD,1558030,1559017
1496,ddpC,1559013,1559910
1497,ddpB,1559906,1560929
1498,ddpA,1560930,1562481
1499,ddpX,1562494,1563076
1500,dosP,1563333,1565733
1501,dosC,1565757,1567140
1502,yddY,1567177,1567219
1503,yddW,1567503,1568823
1504,gadC,1568953,1570489
1505,gadB,1570644,1572045
1506,pqqL,1572406,1575202
1507,yddB,1575246,1577619
1508,yddA,1577656,1579342
1509,yneP,1579544,1579667
1510,ydeM,1579632,1580790
1511,ydeN,1580841,1582524
1512,ydeO,1582925,1583687
1513,safA,1583761,1583959
1514,ydeP,1584206,1586486
1515,ydeQ,1586819,1587734
1516,ydeR,1587792,1588296
1517,ydeS,1588308,1588839
1518,ydeT,1588852,1590001
1519,yneL,1590333,1590536
1520,hipA,1590853,1592176
1521,hipB,1592175,1592442
1522,yneO,1592664,1598086
1523,lsrK,1598616,1600209
1524,lsrR,1600287,1601241
1525,lsrA,1601489,1603025
1526,lsrC,1603018,1604047
1527,lsrD,1604046,1605039
1528,lsrB,1605050,1606073
1529,lsrF,1606099,1606975
1530,lsrG,1606998,1607289
1531,tam,1607345,1608104
1532,yneE,1608107,1609022
1533,uxaB,1609228,1610680
1534,dgcF,1610906,1611854
1535,yneG,1611965,1612325
1536,glsB,1612324,1613251
1537,sad,1613314,1614703
1538,yneJ,1614803,1615685
1539,yneK,1615762,1616878
1540,ydeA,1617027,1618218
1541,marC,1618242,1618908
1542,marR,1619119,1619554
1543,marA,1619573,1619957
1544,marB,1619988,1620207
1545,eamA,1620237,1621137
1546,ydeE,1621331,1622519
1547,mgtS,1622645,1622741
1548,dgcZ,1622959,1623850
1549,ydeI,1624104,1624497
1550,ydeJ,1624772,1625291
1551,dcp,1625334,1627380
1552,ydfG,1627516,1628263
1553,ydfH,1628351,1629038
1554,ydfZ,1629214,1629418
1555,ydfI,1629452,1630913
1556,ydfJ,1631001,1632285
1557,ynfT,1632889,1633003
1558,ydfK,1633071,1633305
1559,pinQ,1633621,1634212
1560,tfaQ,1634309,1634885
1561,ydfN,1634884,1635847
1562,nohA,1635797,1636367
1563,ynfO,1636755,1636989
1564,ydfO,1637046,1637457
1565,gnsB,1637608,1637782
1566,ynfN,1637953,1638109
1567,ynfR,1638187,1638253
1568,ynfQ,1638255,1638444
1569,cspI,1638454,1638667
1570,rzpQ,1639029,1639527
1571,rzoQ,1639079,1639334
1572,rrrQ,1639523,1640057
1573,ydfR,1640053,1640365
1574,essQ,1640369,1640585
1575,cspB,1641338,1641554
1576,cspF,1641854,1642067
1577,ynfS,1642121,1642211
1578,ydfT,1642488,1643241
1579,ydfU,1643254,1644304
1580,rem,1644650,1644902
1581,hokD,1645118,1645274
1582,relE,1645345,1645633
1583,relB,1645632,1645872
1584,ydfV,1645896,1646202
1585,flxA,1646404,1646737
1586,ydfW,1647173,1647323
1587,ydfX,1647345,1647636
1588,dicC,1647619,1647850
1589,dicA,1647933,1648341
1590,ydfA,1648507,1648663
1591,ydfB,1648664,1648793
1592,ydfC,1648822,1649041
1593,dicB,1649608,1649797
1594,ydfD,1649793,1649985
1595,ydfE,1650077,1650998
1596,insD-7,1650880,1651537
1597,intQ,1651511,1652708
1598,ynfP,1652727,1652838
1599,rspB,1652895,1653915
1600,rspA,1653926,1655141
1601,ynfA,1655346,1655673
1602,ynfB,1655807,1656149
1603,speG,1656183,1656744
1604,ynfC,1656746,1657457
1605,ynfD,1657564,1657870
1606,ynfE,1658068,1660495
1607,ynfF,1660555,1662979
1608,ynfG,1662989,1663607
1609,ynfH,1663608,1664463
1610,dmsD,1664505,1665120
1611,clcB,1665314,1666571
1612,ynfK,1666523,1667219
1613,mlc,1667343,1668564
1614,ynfL,1668698,1669592
1615,ynfM,1669698,1670952
1616,asr,1671375,1671684
1617,ydgU,1671776,1671860
1618,ydgD,1671959,1672781
1619,mdtI,1672819,1673149
1620,mdtJ,1673135,1673501
1621,tqsA,1673912,1674947
1622,pntB,1674971,1676360
1623,pntA,1676370,1677903
1624,ydgH,1678426,1679371
1625,ydgI,1679556,1680939
1626,folM,1680975,1681698
1627,ydgC,1681694,1682030
1628,rstA,1682158,1682878
1629,rstB,1682881,1684183
1630,tus,1684258,1685188
1631,fumC,1685184,1686588
1632,fumA,1686730,1688377
1633,manA,1688575,1689751
1634,ydgA,1689851,1691360
1635,uidC,1691585,1692851
1636,uidB,1692889,1694263
1637,uidA,1694259,1696071
1638,uidR,1696461,1697052
1639,hdhA,1697272,1698040
1640,malI,1698151,1699180
1641,malX,1699354,1700947
1642,malY,1700956,1702129
1643,add,1702232,1703234
1644,ydgJ,1703267,1704308
1645,blr,1704550,1704676
1646,cnu,1704948,1705164
1647,ydgK,1705249,1705690
1648,rsxA,1705766,1706348
1649,rsxB,1706347,1706926
1650,rsxC,1706918,1709141
1651,rsxD,1709141,1710200
1652,rsxG,1710203,1710824
1653,rsxE,1710827,1711523
1654,nth,1711522,1712158
1655,dtpA,1712768,1714271
1656,gstA,1714376,1714982
1657,pdxY,1715025,1715889
1658,tyrS,1715947,1717222
1659,pdxH,1717350,1718007
1660,mliC,1718065,1718395
1661,anmK,1718492,1719602
1662,slyB,1719875,1720343
1663,slyA,1720389,1720824
1664,ydhI,1721024,1721261
1665,ydhJ,1721263,1722121
1666,ydhK,1722120,1724133
1667,sodC,1724133,1724655
1668,ydhF,1724735,1725632
1669,ydhL,1725680,1725920
1670,nemR,1726022,1726622
1671,nemA,1726658,1727756
1672,gloA,1727836,1728244
1673,rnt,1728346,1728994
1674,lhr,1729086,1733703
1675,grxD,1733753,1734101
1676,mepH,1734434,1735250
1677,sodB,1735377,1735959
1678,ydhP,1736120,1737290
1679,ynhF,1737455,1737545
1680,purR,1737843,1738869
1681,ydhB,1738865,1739798
1682,ydhC,1739910,1741122
1683,cfa,1741412,1742561
1684,ribC,1742600,1743242
1685,mdtK,1743456,1744830
1686,ydhQ,1744870,1746127
1687,ydhR,1746699,1747005
1688,ydhS,1747130,1748735
1689,ydhT,1748746,1749559
1690,ydhU,1749562,1750348
1691,ydhX,1750344,1751013
1692,ydhW,1751076,1751724
1693,ydhV,1751727,1753830
1694,ydhY,1753850,1754477
1695,fumD,1754931,1755141
1696,pykF,1755697,1757110
1697,lpp,1757420,1757657
1698,ldtE,1757720,1758725
1699,sufE,1758873,1759290
1700,sufS,1759302,1760523
1701,sufD,1760519,1761791
1702,sufC,1761765,1762512
1703,sufB,1762521,1764009
1704,sufA,1764017,1764386
1705,ydiH,1764933,1765122
1706,menI,1765221,1765632
1707,ydiJ,1765628,1768685
1708,ydiK,1769073,1770186
1709,ydiL,1770614,1770971
1710,ydiM,1771070,1772285
1711,ydiN,1772511,1773777
1712,ydiB,1773788,1774655
1713,aroD,1774685,1775444
1714,ydiF,1775586,1777182
1715,ydiO,1777195,1778347
1716,ydiP,1778389,1779301
1717,ydiQ,1779616,1780381
1718,ydiR,1780400,1781339
1719,ydiS,1781394,1782684
1720,ydiT,1782680,1782974
1721,fadK,1782976,1784677
1722,ppsA,1784733,1787112
1723,ppsR,1787444,1788278
1724,aroH,1788434,1789481
1725,ydiE,1789612,1789804
1726,ydiU,1789807,1791244
1727,ydiV,1791306,1792020
1728,nlpC,1792266,1792731
1729,btuD,1792808,1793558
1730,btuE,1793557,1794109
1731,btuC,1794171,1795152
1732,ihfA,1795252,1795552
1733,pheT,1795556,1797944
1734,pheS,1797958,1798942
1735,pheM,1799225,1799270
1736,rplT,1799392,1799749
1737,rpmI,1799801,1799999
1738,infC,1800095,1800638
1739,thrS,1800641,1802570
1740,arpB,1803093,1804993
1741,yniD,1805164,1805272
1742,ydiY,1805324,1806083
1743,pfkB,1806369,1807299
1744,ydiZ,1807399,1807690
1745,yniA,1807795,1808656
1746,yniB,1808696,1809233
1747,hxpB,1809379,1810048
1748,ydjM,1810210,1810801
1749,tcyP,1810933,1812325
1750,ydjO,1812328,1813132
1751,cedA,1813420,1813663
1752,katE,1813866,1816128
1753,chbG,1816385,1817135
1754,chbF,1817147,1818500
1755,chbR,1818604,1819447
1756,chbA,1819454,1819805
1757,chbC,1819855,1821214
1758,chbB,1821298,1821619
1759,osmE,1821917,1822256
1760,nadE,1822457,1823285
1761,cho,1823514,1824402
1762,ves,1824361,1824937
1763,spy,1825139,1825625
1764,astE,1825954,1826923
1765,astB,1826915,1828259
1766,astD,1828255,1829734
1767,astA,1829730,1830765
1768,astC,1830761,1831982
1769,xthA,1832427,1833234
1770,ydjX,1833400,1834111
1771,ydjY,1834115,1834793
1772,ydjZ,1834807,1835515
1773,ynjA,1835514,1836063
1774,ynjB,1836072,1837239
1775,ynjC,1837211,1838747
1776,ynjD,1838746,1839400
1777,ynjE,1839466,1840774
1778,ynjF,1840782,1841403
1779,nudG,1841489,1841897
1780,ynjH,1841862,1842135
1781,gdhA,1842370,1843714
1782,ynjI,1843830,1844871
1783,topB,1844998,1846960
1784,selD,1846964,1848008
1785,ydjA,1848124,1848676
1786,sppA,1848836,1850693
1787,ansA,1850859,1851876
1788,pncA,1851886,1852528
1789,ydjE,1852620,1853979
1790,ydjF,1854095,1854854
1791,ydjG,1854990,1855971
1792,ydjH,1855980,1856928
1793,ydjI,1856932,1857769
1794,ydjJ,1857789,1858833
1795,ydjK,1858849,1860229
1796,ydjL,1860255,1861332
1797,yeaC,1861701,1861974
1798,msrB,1862015,1862429
1799,gapA,1862770,1863766
1800,yeaD,1863849,1864734
1801,yeaE,1864781,1865636
1802,mipA,1865725,1866472
1803,yeaG,1866907,1868842
1804,yeaH,1868954,1870238
1805,cdgI,1870384,1871860
1806,dgcJ,1872040,1873531
1807,yeaK,1873573,1874077
1808,yoaI,1874077,1874182
1809,yeaL,1874351,1874798
1810,nimR,1874754,1875576
1811,nimT,1875672,1876854
1812,yeaO,1876908,1877256
1813,yoaF,1877277,1877532
1814,dgcP,1877714,1878740
1815,yoaK,1878772,1878871
1816,yoaJ,1878873,1878948
1817,yeaQ,1879006,1879255
1818,yoaG,1879402,1879585
1819,yeaR,1879588,1879948
1820,leuE,1880120,1880759
1821,dmlR,1880885,1881809
1822,dmlA,1881911,1882997
1823,yeaV,1883187,1884633
1824,yeaW,1884664,1885789
1825,yeaX,1885844,1886810
1826,rnd,1886863,1887991
1827,fadD,1888060,1889746
1828,yeaY,1889950,1890532
1829,tsaB,1890571,1891267
1830,yoaA,1891324,1893235
1831,yoaB,1893366,1893711
1832,yoaC,1894132,1894432
1833,yoaH,1894551,1894731
1834,pabB,1894804,1896166
1835,nudL,1896169,1896748
1836,sdaA,1896931,1898296
1837,pdeD,1898426,1900025
1838,yoaE,1900028,1901585
1839,yoaL,1901572,1901782
1840,manX,1902047,1903019
1841,manY,1903081,1903882
1842,manZ,1903894,1904746
1843,yobD,1904800,1905259
1844,mntP,1905687,1906254
1845,rlmA,1906250,1907060
1846,cspC,1907225,1907435
1847,yobF,1907447,1907591
1848,yebO,1908260,1908548
1849,mgrB,1908622,1908766
1850,yobH,1908924,1909164
1851,kdgR,1909307,1910099
1852,yebQ,1910275,1911649
1853,htpX,1911694,1912576
1854,prc,1912767,1914816
1855,proQ,1914835,1915534
1856,msrC,1915630,1916128
1857,yebS,1916257,1917541
1858,yebT,1917509,1920143
1859,rsmF,1920222,1921662
1860,yebV,1921779,1922016
1861,yebW,1922120,1922312
1862,pphA,1922312,1922969
1863,yebY,1923364,1923706
1864,yebZ,1923718,1924591
1865,yobA,1924594,1924969
1866,holE,1925107,1925338
1867,yobB,1925439,1926096
1868,exoX,1926119,1926782
1869,ptrB,1926778,1928839
1870,yebE,1929047,1929707
1871,yebF,1930033,1930390
1872,yebG,1930456,1930747
1873,purT,1930880,1932059
1874,eda,1932114,1932756
1875,edd,1932792,1934604
1876,zwf,1934838,1936314
1877,yebK,1936651,1937521
1878,pykA,1937648,1939091
1879,lpxM,1939221,1940193
1880,mepM,1940312,1941635
1881,znuA,1941650,1942583
1882,znuC,1942661,1943417
1883,znuB,1943413,1944199
1884,ruvB,1944345,1945356
1885,ruvA,1945364,1945976
1886,yobI,1946114,1946180
1887,yebB,1946250,1946853
1888,ruvC,1946854,1947376
1889,yebC,1947410,1948151
1890,nudB,1948179,1948632
1891,aspS,1948749,1950522
1892,yecD,1950831,1951398
1893,yecE,1951394,1952213
1894,yecN,1952265,1952661
1895,cmoA,1952701,1953445
1896,cmoB,1953441,1954413
1897,torZ,1954577,1957007
1898,torY,1957031,1958132
1899,cutC,1958519,1959266
1900,yecM,1959279,1959846
1901,argS,1960061,1961795
1902,yecT,1961971,1962460
1903,flhE,1962579,1962972
1904,flhA,1962971,1965050
1905,flhB,1965042,1966191
1906,cheZ,1966392,1967037
1907,cheY,1967047,1967437
1908,cheB,1967451,1968501
1909,cheR,1968503,1969364
1910,tap,1969382,1970984
1911,tar,1971029,1972691
1912,cheW,1972835,1973339
1913,cheA,1973359,1975324
1914,motB,1975328,1976255
1915,motA,1976251,1977139
1916,flhC,1977265,1977844
1917,flhD,1977846,1978197
1918,insB-5,1978517,1979021
1919,insA-5,1978939,1979215
1920,uspC,1979752,1980181
1921,otsA,1980187,1981612
1922,otsB,1981586,1982387
1923,araH,1982553,1983540
1924,araG,1983554,1985069
1925,araF,1985138,1986128
1926,ftnB,1986924,1987428
1927,yecJ,1987506,1987758
1928,azuC,1987872,1987959
1929,yecR,1988221,1988545
1930,ftnA,1988715,1989213
1931,yecH,1989250,1989490
1932,tyrP,1989680,1990892
1933,yecA,1990953,1991619
1934,pgsA,1992268,1992817
1935,uvrC,1992873,1994706
1936,uvrY,1994702,1995359
1937,yecU,1995654,1995831
1938,yecF,1995817,1996042
1939,sdiA,1996109,1996832
1940,tcyN,1997061,1997814
1941,tcyL,1997810,1998479
1942,dcyD,1998493,1999480
1943,tcyJ,1999584,2000385
1944,fliZ,2000472,2001024
1945,fliA,2001069,2001789
1946,fliC,2002109,2003606
1947,fliD,2003871,2005278
1948,fliS,2005302,2005713
1949,fliT,2005712,2006078
1950,amyA,2006155,2007643
1951,yedD,2007676,2008090
1952,yedE,2008276,2009482
1953,yedF,2009478,2009712
1954,yedK,2009820,2010489
1955,yedL,2010599,2011079
1956,yedN,2011222,2012351
1957,intG,2012501,2012780
1958,fliE,2012699,2013014
1959,fliF,2013228,2014887
1960,fliG,2014879,2015875
1961,fliH,2015867,2016554
1962,fliI,2016553,2017927
1963,fliJ,2017945,2018389
1964,fliK,2018385,2019513
1965,fliL,2019617,2020082
1966,fliM,2020086,2021091
1967,fliN,2021087,2021501
1968,fliO,2021503,2021869
1969,fliP,2021868,2022606
1970,fliQ,2022615,2022885
1971,fliR,2022892,2023678
1972,rcsA,2023967,2024591
1973,dsrB,2024634,2024823
1974,yodD,2024985,2025213
1975,yedP,2025510,2026326
1976,dgcQ,2026322,2028017
1977,yodC,2028187,2028370
1978,yedI,2028448,2029366
1979,yedA,2029538,2030459
1980,vsr,2030447,2030918
1981,dcm,2030898,2032317
1982,yedJ,2032383,2033079
1983,yedR,2033118,2033484
1984,yedS,2034050,2035243
1985,hchA,2035834,2036686
1986,hprS,2036793,2038152
1987,hprR,2038151,2038823
1988,yedX,2038955,2039369
1989,msrP,2039477,2040482
1990,msrQ,2040482,2041118
1991,zinT,2041374,2042025
1992,yodB,2042367,2042898
1993,mtfA,2043650,2044448
1994,yeeJ,2044937,2052014
1995,yeeL,2052275,2053328
1996,shiA,2053642,2054959
1997,amn,2055060,2056515
1998,yeeN,2056857,2057574
1999,yeeO,2058202,2059846
2000,cbl,2059963,2060914
2001,nac,2061015,2061933
2002,ldtA,2062390,2063323
2003,cobT,2063387,2064467
2004,cobS,2064478,2065222
2005,cobU,2065218,2065764
2006,insH-6,2066304,2067321
2007,yoeA,2068634,2070474
2008,insD-3,2068951,2069857
2009,insC-3,2069814,2070180
2010,yeeP,2070785,2071211
2011,flu,2071538,2074658
2012,yeeR,2074778,2076311
