,Unnamed: 0,pause_status,position,pause_G,pause_C,context_G,context_C,gene,start_dist_rel,end_dist_rel,gene_len,ref_base_A,ref_base_C,ref_base_G,ref_base_T,trans_base_A,trans_base_C,trans_base_G,trans_base_T
5202,18946,0,-0.17919138042092686,1.4539555452497166,-0.2131379662056171,1.4539555428137343,-0.21313796985218594,1,0.16789226376727462,-0.16789226376727456,-0.5962256823578349,1,0,0,0,0,1,0,0
5203,18947,0,-0.17914785585313983,1.4539555452497166,-0.2131379662056171,1.4539555428137343,-0.21313796985218594,1,0.39614085176727454,-0.3961408517672746,-0.5962256823578349,0,0,0,1,0,0,0,1
5204,18948,0,-0.17914139180841898,-0.22117216867833686,0.3472844435589949,-0.2211721722874204,0.3472844435548398,1,0.43003915676727456,-0.4300391567672746,-0.5962256823578349,0,1,0,0,1,0,0,0
5205,18949,0,-0.1791396680631601,-1.3379239811278356,0.3472844435589949,-1.337923982354857,0.3472844435548398,1,0.4390787047672745,-0.4390787047672746,-0.5962256823578349,0,0,1,0,1,0,0,0
5206,18950,0,-0.17912243061057118,-0.7795480796492813,-0.2131379662056171,-0.7795480773211387,-0.21313796985218594,1,-0.4471183612327254,0.4471183612327254,-0.8674290564165861,0,0,0,1,0,0,0,1
5207,18951,0,-0.17904012177445905,0.33720373280021726,0.3472844435589949,0.33720373274629756,0.3472844435548398,1,0.13697949776727458,-0.13697949776727458,-0.8674290564165861,0,0,1,0,0,0,1,0
5208,18952,0,-0.1789097635392553,0.33720373280021726,-0.7735603854974101,0.33720373274629756,-0.7735603832592121,1,0.0,0.0,0.0,0,1,0,0,0,0,0,1
5209,18953,0,-0.1788979127906004,-0.22117216867833686,-0.2131379662056171,-0.2211721722874204,-0.21313796985218594,1,-0.4390063382327254,0.4390063382327254,-1.3006500305623834,0,0,1,0,0,1,0,0
5210,18954,0,-0.17887830518828052,0.8955796342787719,0.9077068533236075,0.8955796377800159,0.9077068569618659,1,-0.11970809323272541,0.11970809323272535,-1.3006500305623834,0,1,0,0,0,1,0,0
5211,18955,0,-0.1788638688217373,0.33720373280021726,0.9077068533236075,0.33720373274629756,0.9077068569618659,1,0.11537962676727453,-0.11537962676727459,-1.3006500305623834,0,0,1,0,0,0,0,1
5212,18956,0,-0.1788212061265797,-1.8962998920987801,0.3472844435589949,-1.896299887388575,0.3472844435548398,1,0.0,0.0,0.0,0,1,0,0,0,0,0,1
5213,18957,0,-0.17878457653982824,-1.3379239811278356,1.4681292726154007,-1.337923982354857,1.4681292703688922,1,-0.3894045892327254,0.38940458923272536,-0.4482965692348797,0,1,0,0,0,0,0,1
5214,18958,0,-0.1787304940323305,0.33720373280021726,-0.7735603854974101,0.33720373274629756,-0.7735603832592121,1,-0.14113554923272542,0.14113554923272542,-0.4482965692348797,0,0,0,1,0,0,1,0
5215,18959,0,-0.17756114834232925,-0.22117216867833686,0.9077068533236075,-0.2211721722874204,0.9077068569618659,1,0.09459361876727457,-0.09459361876727462,-0.4764735431630616,0,0,0,1,0,0,0,1
5216,18960,0,-0.17755403789313634,0.33720373280021726,-1.3339827952620225,0.33720373274629756,-1.333982796666238,1,0.12802826976727455,-0.12802826976727455,-0.4764735431630616,1,0,0,0,0,0,1,0
5217,18961,0,-0.16794631275638408,0.33720373280021726,-0.2131379662056171,0.33720373274629756,-0.21313796985218594,1,-0.2844771582327254,0.28447715823272546,-0.42716383878874326,0,1,0,0,0,0,1,0
5218,18962,0,-0.16792390406801846,0.33720373280021726,-0.2131379662056171,0.33720373274629756,-0.21313796985218594,1,-0.1834081592327254,0.18340815923272535,-0.42716383878874326,0,0,1,0,0,1,0,0
5219,18963,0,-0.1678536614487186,1.4539555452497166,-0.2131379662056171,1.4539555428137343,-0.21313796985218594,1,0.13340427976727454,-0.13340427976727448,-0.42716383878874326,0,0,1,0,0,1,0,0
5220,18964,0,-0.16781681639380977,0.33720373280021726,0.3472844435589949,0.33720373274629756,0.3472844435548398,1,0.2995850377672745,-0.29958503776727463,-0.42716383878874326,0,1,0,0,1,0,0,0
5221,18965,0,-0.16773666223927128,0.8955796342787719,-1.3339827952620225,0.8955796377800159,-1.333982796666238,1,-0.3319728942327254,0.33197289423272536,-0.46942929968101615,0,0,1,0,0,1,0,0
5222,18966,0,-0.16772007119115442,-0.22117216867833686,-0.7735603854974101,-0.2211721722874204,-0.7735603832592121,1,-0.25443009423272545,0.25443009423272533,-0.46942929968101615,0,0,0,1,0,0,1,0
5223,18967,0,-0.1676754692825806,1.4539555452497166,-0.2131379662056171,1.4539555428137343,-0.21313796985218594,1,-0.04597088023272544,0.04597088023272544,-0.46942929968101615,0,0,1,0,0,0,0,1
5224,18968,0,-0.1676450882723926,0.8955796342787719,0.9077068533236075,0.8955796377800159,0.9077068569618659,1,0.09602307776727459,-0.09602307776727459,-0.46942929968101615,0,1,0,0,0,0,0,1
5225,18969,0,-0.16745418348497026,-0.7795480796492813,-0.7735603854974101,-0.7795480773211387,-0.7735603832592121,1,-0.03686609023272541,0.03686609023272547,-0.4342080822707887,1,0,0,0,0,0,0,1
5226,18970,0,-0.16744276367263008,0.8955796342787719,-1.3339827952620225,0.8955796377800159,-1.333982796666238,1,0.014942315767274561,-0.014942315767274561,-0.4342080822707887,1,0,0,0,1,0,0,0
5227,18971,0,-0.16742660356082797,-1.3379239811278356,0.3472844435589949,-1.337923982354857,0.3472844435548398,1,0.08825609876727458,-0.08825609876727464,-0.4342080822707887,0,1,0,0,1,0,0,0
5228,18972,0,-0.1674029020635182,-1.3379239811278356,-1.3339827952620225,-1.337923982354857,-1.333982796666238,1,0.19578298076727463,-0.19578298076727457,-0.4342080822707887,0,1,0,0,1,0,0,0
5229,18973,0,-0.16733912348893917,-0.22117216867833686,-1.3339827952620225,-0.2211721722874204,-1.333982796666238,1,0.48512804476727456,-0.4851280447672746,-0.4342080822707887,1,0,0,0,0,0,0,1
5230,18974,0,-0.16727254382831447,0.8955796342787719,-0.2131379662056171,0.8955796377800159,-0.21313796985218594,1,-0.19394505523272543,0.19394505523272543,-0.6067920475809031,0,1,0,0,0,0,0,1
5231,18975,0,-0.16722320162027865,1.4539555452497166,-1.3339827952620225,1.4539555428137343,-1.333982796666238,1,0.06747046976727455,-0.06747046976727455,-0.6067920475809031,0,0,1,0,1,0,0,0
5232,18976,0,-0.16698834132875456,-1.3379239811278356,0.3472844435589949,-1.337923982354857,0.3472844435548398,1,-0.050253825232725424,0.05025382523272548,-0.74415479548079,0,1,0,0,0,0,0,1
5233,18977,0,-0.1669426620793939,-1.8962998920987801,1.4681292726154007,-1.896299887388575,1.4681292703688922,1,0.22906106276727456,-0.22906106276727461,-0.74415479548079,0,1,0,0,1,0,0,0
5234,18978,0,-0.1669415847386071,-1.8962998920987801,0.9077068533236075,-1.896299887388575,0.9077068569618659,1,0.23564867876727458,-0.23564867876727458,-0.74415479548079,0,0,0,1,0,1,0,0
5235,18979,0,-0.1669017231294952,-0.7795480796492813,-0.2131379662056171,-0.7795480773211387,-0.21313796985218594,1,0.4793904437672746,-0.4793904437672746,-0.74415479548079,0,1,0,0,0,0,1,0
5236,18980,0,-0.16689267346688602,0.8955796342787719,-0.7735603854974101,0.8955796377800159,-0.7735603832592121,1,-0.4748418292327254,0.47484182923272533,-0.5610044649476075,0,0,1,0,0,0,1,0
5237,18981,0,-0.1668765133550839,0.8955796342787719,-0.7735603854974101,0.8955796377800159,-0.7735603832592121,1,-0.3928746162327254,0.39287461623272535,-0.5610044649476075,1,0,0,0,0,1,0,0
5238,18982,0,-0.16687349680088084,-0.22117216867833686,-0.2131379662056171,-0.2211721722874204,-0.21313796985218594,1,-0.3775740692327254,0.3775740692327253,-0.5610044649476075,0,1,0,0,0,0,0,1
5239,18983,0,-0.16684419313147966,0.33720373280021726,-0.2131379662056171,0.33720373274629756,-0.21313796985218594,1,-0.2289401892327254,0.2289401892327253,-0.5610044649476075,1,0,0,0,1,0,0,0
5240,18984,0,-0.16682199991127142,-1.3379239811278356,-0.7735603854974101,-1.337923982354857,-0.7735603832592121,1,-0.1163718832327254,0.1163718832327254,-0.5610044649476075,1,0,0,0,0,1,0,0
5241,18985,0,-0.1667442159064639,-1.3379239811278356,-0.7735603854974101,-1.337923982354857,-0.7735603832592121,1,0.27816363576727465,-0.27816363576727454,-0.5610044649476075,0,0,1,0,1,0,0,0
5242,18986,0,-0.16668173014082904,-1.8962998920987801,-0.2131379662056171,-1.896299887388575,-0.21313796985218594,1,0.0,0.0,0.0,1,0,0,0,1,0,0,0
5243,18987,0,-0.16664682429933647,-1.3379239811278356,-0.2131379662056171,-1.337923982354857,-0.21313796985218594,1,-0.4711724972327254,0.4711724972327255,0.0694553266954634,0,0,0,1,0,0,1,0
5244,18988,0,-0.16662613935622975,-1.3379239811278356,0.3472844435589949,-1.337923982354857,0.3472844435548398,1,-0.4050567952327254,0.4050567952327254,0.0694553266954634,0,0,1,0,0,0,0,1
5245,18989,0,-0.16660092958181846,-0.7795480796492813,0.9077068533236075,-0.7795480773211387,0.9077068569618659,1,-0.32447828323272543,0.32447828323272543,0.0694553266954634,1,0,0,0,0,0,1,0
5246,18990,0,-0.16653628913461,-0.22117216867833686,1.4681292726154007,-0.2211721722874204,1.4681292703688922,1,-0.11786671223272538,0.11786671223272538,0.0694553266954634,0,1,0,0,0,0,0,1
5247,18991,0,-0.1650695973874498,-0.7795480796492813,-0.7735603854974101,-0.7795480773211387,-0.7735603832592121,1,0.2424594227672745,-0.2424594227672746,-0.32502230829908374,0,0,0,1,0,1,0,0
5248,18992,0,-0.16501982424309927,-0.22117216867833686,2.5889741016718055,-0.2211721722874204,2.5889740971829442,1,0.4494486697672746,-0.4494486697672746,-0.32502230829908374,0,1,0,0,0,0,1,0
5249,18993,0,-0.16498254825187572,-1.8962998920987801,-0.7735603854974101,-1.896299887388575,-0.7735603832592121,1,0.0,0.0,0.0,0,1,0,0,0,1,0,0
5250,18994,0,-0.16491165922810377,0.8955796342787719,-1.3339827952620225,0.8955796377800159,-1.333982796666238,1,-0.2511146952327254,0.25111469523272545,-0.23696926477351518,0,0,1,0,0,0,0,1
5251,18995,0,-0.16484938893062628,-0.22117216867833686,0.9077068533236075,-0.2211721722874204,0.9077068569618659,1,-0.00846146223272537,0.00846146223272537,-0.23696926477351518,0,1,0,0,0,0,1,0
5252,18996,0,-0.16459987680440158,-0.22117216867833686,0.9077068533236075,-0.2211721722874204,0.9077068569618659,1,0.29513306376727466,-0.29513306376727455,-0.853340569452495,0,0,0,1,1,0,0,0
5253,18997,0,-0.16456691017632527,0.8955796342787719,-1.3339827952620225,0.8955796377800159,-1.333982796666238,1,0.0,0.0,0.0,0,0,0,1,0,0,0,1
5254,18998,0,-0.1645352363571931,-1.3379239811278356,-0.2131379662056171,-1.337923982354857,-0.21313796985218594,1,0.0,0.0,0.0,0,0,0,1,0,0,1,0
5255,18999,0,-0.1644925736620355,-0.7795480796492813,1.4681292726154007,-0.7795480773211387,1.4681292703688922,1,-0.15273894623272538,0.15273894623272533,-1.1245439435112463,0,0,1,0,0,0,1,0
5256,19000,0,-0.16445185018029418,-1.3379239811278356,-0.2131379662056171,-1.337923982354857,-0.21313796985218594,1,0.28174381276727456,-0.2817438127672746,-1.1245439435112463,0,0,0,1,0,0,1,0
5257,19001,0,-0.16438074568836486,0.33720373280021726,-1.3339827952620225,0.33720373274629756,-1.333982796666238,1,0.06293993376727458,-0.06293993376727464,-1.1844200131086329,1,0,0,0,0,0,0,1
5258,19002,0,-0.1641193828134853,-0.22117216867833686,-0.7735603854974101,-0.2211721722874204,-0.7735603832592121,1,0.3489468777672745,-0.3489468777672746,-0.5786150736527211,1,0,0,0,1,0,0,0
5259,19003,0,-0.16364599927176193,-1.8962998920987801,-0.2131379662056171,-1.896299887388575,-0.21313796985218594,1,-0.23168162923272545,0.2316816292327254,-0.5891814388757894,1,0,0,0,0,1,0,0
5260,19004,0,-0.16363414852310704,-0.22117216867833686,-0.2131379662056171,-0.2211721722874204,-0.21313796985218594,1,-0.1699532342327254,0.16995323423272546,-0.5891814388757894,0,0,0,1,1,0,0,0
5261,19005,0,-0.1636095851531678,-2.4546757935773345,-0.2131379662056171,-2.4546757924222935,-0.21313796985218594,1,-0.0420071062327253,0.04200710623272541,-0.5891814388757894,1,0,0,0,1,0,0,0
5262,19006,0,-0.1635440828333299,0.8955796342787719,0.3472844435589949,0.8955796377800159,0.3472844435548398,1,0.2991825677672745,-0.2991825677672746,-0.5891814388757894,0,0,1,0,0,0,0,1
5263,19007,0,-0.16350939245999468,-0.22117216867833686,-0.2131379662056171,-0.2211721722874204,-0.21313796985218594,1,0.47987841576727464,-0.4798784157672746,-0.5891814388757894,0,0,1,0,0,0,0,1
5264,19008,0,-0.16346823804193863,-1.8962998920987801,-0.2131379662056171,-1.896299887388575,-0.21313796985218594,1,0.0,0.0,0.0,1,0,0,0,0,1,0,0
5265,19009,0,-0.16345595635696902,-0.22117216867833686,-0.2131379662056171,-0.2211721722874204,-0.21313796985218594,1,0.0,0.0,0.0,0,1,0,0,0,0,1,0
5266,19010,0,-0.1634365642228065,-0.7795480796492813,0.3472844435589949,-0.7795480773211387,0.3472844435548398,1,-0.3291362432327254,0.3291362432327254,-1.1738536478855646,0,0,0,1,0,0,1,0
5267,19011,0,-0.16291879424066663,0.33720373280021726,-0.2131379662056171,0.33720373274629756,-0.21313796985218594,1,0.1043851317672746,-0.1043851317672746,0.7668354314179664,0,1,0,0,0,0,1,0
5268,19012,0,-0.16288130278128574,-1.3379239811278356,-0.2131379662056171,-1.337923982354857,-0.21313796985218594,1,0.1894291197672746,-0.1894291197672746,0.7668354314179664,0,0,0,1,0,1,0,0
5269,19013,0,-0.16287117577788973,-1.8962998920987801,0.9077068533236075,-1.896299887388575,0.9077068569618659,1,0.21240077176727457,-0.21240077176727457,0.7668354314179664,0,0,0,1,0,1,0,0
5270,19014,0,-0.16210324726505312,-0.22117216867833686,-0.2131379662056171,-0.2211721722874204,-0.21313796985218594,1,0.11932789576727454,-0.1193278957672746,0.08002169191853163,1,0,0,0,0,0,1,0
5271,19015,0,-0.16202330857867198,-0.22117216867833686,0.3472844435589949,-0.2211721722874204,0.3472844435548398,1,0.37326355576727466,-0.3732635557672746,0.08002169191853163,0,0,1,0,0,1,0,0
5272,19016,0,-0.16022781242337805,-1.8962998920987801,-0.7735603854974101,-1.896299887388575,-0.7735603832592121,1,-0.43188310923272544,0.4318831092327253,-1.0505793869497686,0,0,0,1,0,0,1,0
5273,19017,0,-0.15774152535558292,1.4539555452497166,-0.7735603854974101,1.4539555428137343,-0.7735603832592121,1,0.06895411676727459,-0.06895411676727459,-0.553960221465562,1,0,0,0,0,0,1,0
5274,19018,0,-0.15752433345296246,-1.3379239811278356,-0.2131379662056171,-1.337923982354857,-0.21313796985218594,1,-0.4186220442327254,0.4186220442327253,-0.2299250212914697,0,1,0,0,0,0,1,0
5275,19019,0,-0.15745064334314482,0.33720373280021726,-1.3339827952620225,0.33720373274629756,-1.333982796666238,1,-0.13290775823272544,0.13290775823272538,-0.2299250212914697,1,0,0,0,0,1,0,0
5276,19020,0,-0.15740733424351513,2.012331446728271,-1.8944052145538155,2.0123314478474525,-1.894405210073264,1,0.0350120407672746,-0.0350120407672746,-0.2299250212914697,0,0,1,0,0,0,0,1
5277,19021,0,-0.15739548349486024,-0.7795480796492813,0.3472844435589949,-0.7795480773211387,0.3472844435548398,1,0.08096024476727459,-0.08096024476727448,-0.2299250212914697,0,1,0,0,0,0,1,0
5278,19022,0,-0.15736122405783975,-1.3379239811278356,-0.7735603854974101,-1.337923982354857,-0.7735603832592121,1,0.2137923247672746,-0.2137923247672746,-0.2299250212914697,0,1,0,0,0,0,0,1
5279,19023,0,-0.15731920776715425,-1.3379239811278356,-0.2131379662056171,-1.337923982354857,-0.21313796985218594,1,0.3766995927672745,-0.3766995927672746,-0.2299250212914697,1,0,0,0,1,0,0,0
5280,19024,0,-0.15731080450901716,-0.22117216867833686,-1.8944052145538155,-0.2211721722874204,-1.894405210073264,1,0.4092810467672746,-0.4092810467672746,-0.2299250212914697,1,0,0,0,0,0,1,0
5281,19025,0,-0.15730175484640796,-0.22117216867833686,-0.7735603854974101,-0.2211721722874204,-0.7735603832592121,1,0.4443687657672747,-0.4443687657672746,-0.2299250212914697,0,0,0,1,0,0,0,1
5282,19026,0,-0.15727288211332152,0.33720373280021726,1.4681292726154007,0.33720373274629756,1.4681292703688922,1,-0.04270477423272545,0.04270477423272545,-1.5049330915417023,1,0,0,0,0,1,0,0
5283,19027,0,-0.1572672799412301,-1.3379239811278356,0.3472844435589949,-1.337923982354857,0.3472844435548398,1,0.19152946076727462,-0.19152946076727456,-1.5049330915417023,0,0,0,1,0,1,0,0
5284,19028,0,-0.15718863406379313,0.8955796342787719,-0.2131379662056171,0.8955796377800159,-0.21313796985218594,1,-0.2335367822327254,0.23353678223272545,-0.43773020401181145,1,0,0,0,0,1,0,0
5285,19029,0,-0.15696821013881226,0.8955796342787719,-0.7735603854974101,0.8955796377800159,-0.7735603832592121,1,-0.2832341922327254,0.2832341922327255,-0.20879229084533324,0,0,1,0,1,0,0,0
5286,19030,0,-0.15623928136245807,-1.3379239811278356,-0.2131379662056171,-1.337923982354857,-0.21313796985218594,1,-0.4662165212327254,0.4662165212327254,-1.2759951783752241,0,1,0,0,1,0,0,0
5287,19031,0,-0.15607466369023384,0.33720373280021726,0.3472844435589949,0.33720373274629756,0.3472844435548398,1,-0.3905037472327254,0.3905037472327255,1.2141448925278546,0,1,0,0,0,0,0,1
5288,19032,0,-0.15586673691837993,1.4539555452497166,-0.7735603854974101,1.4539555428137343,-0.7735603832592121,1,0.007106471767274636,-0.00710647176727458,1.2141448925278546,1,0,0,0,0,1,0,0
5289,19033,0,-0.15570082643721153,-0.7795480796492813,0.3472844435589949,-0.7795480773211387,0.3472844435548398,1,0.32437058376727457,-0.32437058376727457,1.2141448925278546,0,0,0,1,0,0,0,1
5290,19034,0,-0.1556359705218457,0.33720373280021726,0.9077068533236075,0.33720373274629756,0.9077068569618659,1,0.4483920087672746,-0.4483920087672746,1.2141448925278546,0,0,0,1,0,0,0,1
5291,19035,0,-0.15560257295745464,-0.22117216867833686,-0.7735603854974101,-0.2211721722874204,-0.7735603832592121,1,0.0,0.0,0.0,0,0,1,0,0,0,0,1
5292,19036,0,-0.15557779411935807,0.8955796342787719,-0.2131379662056171,0.8955796377800159,-0.21313796985218594,1,-0.46503552023272543,0.46503552023272543,1.210622770786832,0,0,1,0,0,1,0,0
5293,19037,0,-0.15556400415728694,1.4539555452497166,-0.7735603854974101,1.4539555428137343,-0.7735603832592121,1,-0.4386328802327254,0.4386328802327254,1.210622770786832,0,0,1,0,0,0,1,0
5294,19038,0,-0.15551552382188058,2.012331446728271,0.3472844435589949,2.0123314478474525,0.3472844435548398,1,-0.3458110982327254,0.3458110982327254,1.210622770786832,0,0,1,0,1,0,0,0
5295,19039,0,-0.1554715683177788,-0.22117216867833686,0.3472844435589949,-0.2211721722874204,0.3472844435548398,1,-0.2616526822327254,0.2616526822327254,1.210622770786832,1,0,0,0,0,0,0,1
5296,19040,0,-0.15534379570046342,-0.22117216867833686,1.4681292726154007,-0.2211721722874204,1.4681292703688922,1,-0.017015718232725408,0.017015718232725408,1.210622770786832,0,0,1,0,0,0,0,1
5297,19041,0,-0.15529660817400123,-0.22117216867833686,0.3472844435589949,-0.2211721722874204,0.3472844435548398,1,0.0733308167672746,-0.0733308167672746,1.210622770786832,0,0,1,0,0,0,0,1
5298,19042,0,-0.15528906678849358,-1.3379239811278356,-0.7735603854974101,-1.337923982354857,-0.7735603832592121,1,0.08776975976727452,-0.08776975976727458,1.210622770786832,1,0,0,0,0,1,0,0
5299,19043,0,-0.15528324914824482,-1.8962998920987801,1.4681292726154007,-1.896299887388575,1.4681292703688922,1,0.09890837376727457,-0.09890837376727463,1.210622770786832,1,0,0,0,0,0,1,0
5300,19044,0,-0.1552093435702698,-0.22117216867833686,1.4681292726154007,-0.2211721722874204,1.4681292703688922,1,0.2404100237672746,-0.2404100237672746,1.210622770786832,0,1,0,0,1,0,0,0
5301,19045,0,-0.15518715035006156,-0.22117216867833686,0.3472844435589949,-0.2211721722874204,0.3472844435548398,1,0.28290177376727466,-0.28290177376727454,1.210622770786832,1,0,0,0,1,0,0,0
5302,19046,0,-0.1551089354089393,0.8955796342787719,0.3472844435589949,0.8955796377800159,0.3472844435548398,1,0.43265424876727465,-0.4326542487672746,1.210622770786832,0,0,1,0,0,0,0,1
5303,19047,0,-0.1550763997171777,-0.7795480796492813,-0.2131379662056171,-0.7795480773211387,-0.21313796985218594,1,0.4949479777672745,-0.4949479777672746,1.210622770786832,1,0,0,0,0,0,1,0
5304,19048,0,-0.1549479806953902,0.33720373280021726,2.5889741016718055,0.33720373274629756,2.5889740971829442,1,0.4347289707672747,-0.43472897076727457,-0.909694517308859,0,1,0,0,1,0,0,0
5305,19049,0,-0.15489691474209552,0.33720373280021726,0.3472844435589949,0.33720373274629756,0.3472844435548398,1,-0.27175487623272543,0.27175487623272543,-0.6314468997680623,0,0,1,0,0,0,0,1
5306,19050,0,-0.15479629111260768,-0.22117216867833686,0.3472844435589949,-0.2211721722874204,0.3472844435548398,1,0.2744439537672746,-0.2744439537672746,-0.6314468997680623,0,0,0,1,0,1,0,0
5307,19051,0,-0.15473488268775962,2.5707073576992148,0.3472844435589949,2.570707352881171,0.3472844435548398,1,-0.4176113872327254,0.4176113872327255,-0.9132166390498817,0,0,1,0,0,1,0,0
5308,19052,0,-0.15462197737330216,-0.7795480796492813,0.3472844435589949,-0.7795480773211387,0.3472844435548398,1,0.43442113276727456,-0.43442113276727456,-0.9132166390498817,1,0,0,0,0,0,0,1
5309,19053,0,-0.1546010769620381,-0.22117216867833686,-0.7735603854974101,-0.2211721722874204,-0.7735603832592121,1,0.0,0.0,0.0,1,0,0,0,1,0,0,0
5310,19054,0,-0.1545577678624084,0.8955796342787719,-0.2131379662056171,0.8955796377800159,-0.21313796985218594,1,-0.45045381123272543,0.45045381123272543,-0.15948258647101485,0,0,0,1,0,1,0,0
5311,19055,0,-0.15448343134811868,-0.7795480796492813,0.9077068533236075,-0.7795480773211387,0.9077068569618659,1,-0.17599080423272545,0.1759908042327254,-0.15948258647101485,0,0,1,0,0,0,0,1
5312,19056,0,-0.15446059172343835,-0.7795480796492813,-1.3339827952620225,-0.7795480773211387,-1.333982796666238,1,-0.09166304023272542,0.09166304023272542,-0.15948258647101485,1,0,0,0,0,0,0,1
5313,19057,0,-0.15444874097478345,0.33720373280021726,-0.2131379662056171,0.33720373274629756,-0.21313796985218594,1,-0.04790806823272542,0.04790806823272542,-0.15948258647101485,0,0,1,0,0,1,0,0
5314,19058,0,-0.15435436592185908,0.33720373280021726,-1.3339827952620225,0.33720373274629756,-1.333982796666238,1,0.30054061976727453,-0.3005406197672746,-0.15948258647101485,0,0,1,0,0,0,0,1
5315,19059,0,-0.15428907907017855,0.33720373280021726,-0.7735603854974101,0.33720373274629756,-0.7735603832592121,1,-0.3541757272327254,0.3541757272327255,-0.8181193520422676,1,0,0,0,0,1,0,0
5316,19060,0,-0.15428175315282824,-1.3379239811278356,-0.2131379662056171,-1.337923982354857,-0.21313796985218594,1,-0.3053251532327254,0.30532515323272535,-0.8181193520422676,1,0,0,0,1,0,0,0
5317,19061,0,-0.1541929802719953,-1.3379239811278356,0.9077068533236075,-1.337923982354857,0.9077068569618659,1,0.28662886976727453,-0.2866288697672746,-0.8181193520422676,0,1,0,0,0,0,0,1
5318,19062,0,-0.15418802450437596,-1.3379239811278356,1.4681292726154007,-1.337923982354857,1.4681292703688922,1,0.31967484676727465,-0.3196748467672746,-0.8181193520422676,0,0,0,1,0,1,0,0
5319,19063,0,-0.1541503175768377,-1.3379239811278356,-0.7735603854974101,-1.337923982354857,-0.7735603832592121,1,0.0,0.0,0.0,0,1,0,0,0,0,0,1
5320,19064,0,-0.1541238149934822,-0.7795480796492813,-0.2131379662056171,-0.7795480773211387,-0.21313796985218594,1,-0.4612141922327254,0.4612141922327254,-0.20174804736328775,0,0,0,1,0,0,0,1
5321,19065,0,-0.15410054443248716,0.8955796342787719,-0.7735603854974101,0.8955796377800159,-0.7735603832592121,1,-0.3727621042327254,0.3727621042327254,-0.20174804736328775,1,0,0,0,0,0,1,0
5322,19066,0,-0.15403784319869496,-0.22117216867833686,0.9077068533236075,-0.2211721722874204,0.9077068569618659,1,-0.13443286523272546,0.13443286523272546,-0.20174804736328775,0,0,0,1,1,0,0,0
5323,19067,0,-0.1540001362711567,-0.22117216867833686,0.9077068533236075,-0.2211721722874204,0.9077068569618659,1,0.008892277767274637,-0.008892277767274581,-0.20174804736328775,0,0,0,1,0,1,0,0
5324,19068,0,-0.15394777750891783,-0.7795480796492813,-0.7735603854974101,-0.7795480773211387,-0.7735603832592121,1,0.20790947676727456,-0.20790947676727461,-0.20174804736328775,0,0,0,1,1,0,0,0
5325,19069,0,-0.15394605376365894,-1.3379239811278356,0.3472844435589949,-1.337923982354857,0.3472844435548398,1,0.21446148376727459,-0.21446148376727459,-0.20174804736328775,1,0,0,0,0,0,0,1
5326,19070,0,-0.15311520854887273,-0.22117216867833686,0.3472844435589949,-0.2211721722874204,0.3472844435548398,1,-0.3622615572327254,0.36226155723272546,-0.6701902389193125,0,0,0,1,0,0,0,1
5327,19071,0,-0.15270581904988575,1.4539555452497166,-1.8944052145538155,1.4539555428137343,-1.894405210073264,1,-0.4422608512327254,0.4422608512327254,-0.4201195953066978,0,0,0,1,1,0,0,0
5328,19072,0,-0.15263105159928128,1.4539555452497166,0.3472844435589949,1.4539555428137343,0.3472844435548398,1,-0.1069951512327254,0.1069951512327254,-0.4201195953066978,0,1,0,0,0,1,0,0
5329,19073,0,-0.15223049629474614,-0.7795480796492813,0.9077068533236075,-0.7795480773211387,0.9077068569618659,1,0.36824613376727466,-0.36824613376727455,-0.0045092298660141805,1,0,0,0,1,0,0,0
5330,19074,0,-0.15214064607312636,-1.3379239811278356,0.3472844435589949,-1.337923982354857,0.3472844435548398,1,-0.3540885642327254,0.3540885642327254,0.16455261370307744,1,0,0,0,0,0,1,0
5331,19075,0,-0.1512675690994973,-0.7795480796492813,0.9077068533236075,-0.7795480773211387,0.9077068569618659,1,0.28814668476727456,-0.28814668476727456,-0.011553473348059666,1,0,0,0,0,0,1,0
5332,19076,0,-0.15125313273295407,-1.3379239811278356,1.4681292726154007,-1.337923982354857,1.4681292703688922,1,0.3365920937672746,-0.3365920937672746,-0.011553473348059666,1,0,0,0,0,0,1,0
5333,19077,0,-0.15124429853850224,-0.22117216867833686,-1.8944052145538155,-0.2211721722874204,-1.894405210073264,1,0.36623779176727456,-0.36623779176727456,-0.011553473348059666,0,0,0,1,0,0,1,0
5334,19078,0,-0.15123848089825348,-0.22117216867833686,0.3472844435589949,-0.2211721722874204,0.3472844435548398,1,0.3857605677672745,-0.3857605677672746,-0.011553473348059666,0,1,0,0,0,0,1,0
5335,19079,0,-0.1510566257734403,0.8955796342787719,-0.2131379662056171,0.8955796377800159,-0.21313796985218594,1,0.4010169557672747,-0.4010169557672746,-0.786420256373063,1,0,0,0,0,0,0,1
5336,19080,0,-0.1510443440884707,0.8955796342787719,0.3472844435589949,0.8955796377800159,0.3472844435548398,1,0.4798551307672746,-0.4798551307672746,-0.786420256373063,0,0,1,0,0,1,0,0
5337,19081,0,-0.15092799128349546,0.33720373280021726,0.9077068533236075,0.33720373274629756,0.9077068569618659,1,-0.4091086772327254,0.4091086772327255,-0.7899423781140857,1,0,0,0,1,0,0,0
5338,19082,0,-0.15092583660192185,-0.7795480796492813,-0.7735603854974101,-0.7795480773211387,-0.7735603832592121,1,-0.3952197892327254,0.3952197892327254,-0.7899423781140857,0,0,0,1,0,1,0,0
